
Root grid = 2 x 1 x 1 MeshBlocks
Total number of MeshBlocks = 16
Number of logical  levels of refinement = 2 (3 levels total)
Number of physical levels of refinement = 1 (2 levels total)
Number of parallel ranks = 16
  Rank = 0: 1 MeshBlocks, cost = 1
  Rank = 1: 1 MeshBlocks, cost = 1
  Rank = 2: 1 MeshBlocks, cost = 1
  Rank = 3: 1 MeshBlocks, cost = 1
  Rank = 4: 1 MeshBlocks, cost = 1
  Rank = 5: 1 MeshBlocks, cost = 1
  Rank = 6: 1 MeshBlocks, cost = 1
  Rank = 7: 1 MeshBlocks, cost = 1
  Rank = 8: 1 MeshBlocks, cost = 1
  Rank = 9: 1 MeshBlocks, cost = 1
  Rank = 10: 1 MeshBlocks, cost = 1
  Rank = 11: 1 MeshBlocks, cost = 1
  Rank = 12: 1 MeshBlocks, cost = 1
  Rank = 13: 1 MeshBlocks, cost = 1
  Rank = 14: 1 MeshBlocks, cost = 1
  Rank = 15: 1 MeshBlocks, cost = 1
Load Balancing:
  Maximum normalized cost = 1, Average = 1

Setup complete, executing task list(s)...

elapsed=3.263253e+00 cycle=0 time=0.000000e+00 dt=5.670248e-03
elapsed=4.509026e+02 cycle=1000 time=7.042261e-03 dt=8.488347e-21
elapsed=8.993141e+02 cycle=2000 time=7.042261e-03 dt=1.426643e-20
elapsed=1.346554e+03 cycle=3000 time=7.042261e-03 dt=1.566662e-20
elapsed=1.794513e+03 cycle=4000 time=7.042261e-03 dt=2.073582e-20
elapsed=2.240210e+03 cycle=5000 time=7.042261e-03 dt=2.270268e-20
elapsed=2.686021e+03 cycle=6000 time=7.042261e-03 dt=2.443912e-20
elapsed=3.131955e+03 cycle=7000 time=7.042261e-03 dt=2.595386e-20
elapsed=3.577751e+03 cycle=8000 time=7.042261e-03 dt=2.744499e-20
elapsed=4.023211e+03 cycle=9000 time=7.042261e-03 dt=2.773796e-20
elapsed=4.468116e+03 cycle=10000 time=7.042261e-03 dt=2.813775e-20
elapsed=4.913004e+03 cycle=11000 time=7.042261e-03 dt=2.802464e-20
elapsed=5.357901e+03 cycle=12000 time=7.042261e-03 dt=2.835314e-20
elapsed=5.802721e+03 cycle=13000 time=7.042261e-03 dt=2.938526e-20
elapsed=6.247490e+03 cycle=14000 time=7.042261e-03 dt=2.886784e-20
elapsed=6.692281e+03 cycle=15000 time=7.042261e-03 dt=2.845748e-20
elapsed=7.137083e+03 cycle=16000 time=7.042261e-03 dt=2.806976e-20
elapsed=7.581816e+03 cycle=17000 time=7.042261e-03 dt=2.755446e-20
elapsed=8.026597e+03 cycle=18000 time=7.042261e-03 dt=2.677955e-20
elapsed=8.471596e+03 cycle=19000 time=7.042261e-03 dt=2.563162e-20
elapsed=8.916658e+03 cycle=20000 time=7.042261e-03 dt=2.410623e-20
elapsed=9.361846e+03 cycle=21000 time=7.042261e-03 dt=2.208827e-20
elapsed=9.807280e+03 cycle=22000 time=7.042261e-03 dt=2.010154e-20
elapsed=1.025271e+04 cycle=23000 time=7.042261e-03 dt=1.871873e-20
elapsed=1.069829e+04 cycle=24000 time=7.042261e-03 dt=1.630415e-20
elapsed=1.114423e+04 cycle=25000 time=7.042261e-03 dt=1.537624e-20
elapsed=1.159104e+04 cycle=26000 time=7.042261e-03 dt=1.404538e-20
elapsed=1.203861e+04 cycle=27000 time=7.042261e-03 dt=1.242781e-20
elapsed=1.248627e+04 cycle=28000 time=7.042261e-03 dt=1.332900e-20
elapsed=1.293389e+04 cycle=29000 time=7.042261e-03 dt=1.203574e-20
elapsed=1.338178e+04 cycle=30000 time=7.042261e-03 dt=1.264268e-20
elapsed=1.382947e+04 cycle=31000 time=7.042261e-03 dt=1.240655e-20
elapsed=1.427706e+04 cycle=32000 time=7.042261e-03 dt=1.221904e-20
elapsed=1.472468e+04 cycle=33000 time=7.042261e-03 dt=1.196947e-20
elapsed=1.517248e+04 cycle=34000 time=7.042261e-03 dt=9.717605e-21
elapsed=1.562004e+04 cycle=35000 time=7.042261e-03 dt=1.107132e-20
elapsed=1.606740e+04 cycle=36000 time=7.042261e-03 dt=1.124205e-20
elapsed=1.651383e+04 cycle=37000 time=7.042261e-03 dt=1.251895e-20
elapsed=1.695911e+04 cycle=38000 time=7.042261e-03 dt=1.955262e-20
elapsed=1.740420e+04 cycle=39000 time=7.042261e-03 dt=2.002776e-20
elapsed=1.784918e+04 cycle=40000 time=7.042261e-03 dt=2.139397e-20
elapsed=1.829397e+04 cycle=41000 time=7.042261e-03 dt=2.112409e-20
elapsed=1.873864e+04 cycle=42000 time=7.042261e-03 dt=2.123531e-20
elapsed=1.918337e+04 cycle=43000 time=7.042261e-03 dt=2.123309e-20
elapsed=1.962826e+04 cycle=44000 time=7.042261e-03 dt=2.138432e-20
elapsed=2.007316e+04 cycle=45000 time=7.042261e-03 dt=2.140140e-20
elapsed=2.051835e+04 cycle=46000 time=7.042261e-03 dt=2.154246e-20
elapsed=2.096413e+04 cycle=47000 time=7.042261e-03 dt=2.161955e-20
elapsed=2.140935e+04 cycle=48000 time=7.042261e-03 dt=2.162306e-20
elapsed=2.185461e+04 cycle=49000 time=7.042261e-03 dt=2.157601e-20
elapsed=2.230008e+04 cycle=50000 time=7.042261e-03 dt=2.155242e-20
elapsed=2.274565e+04 cycle=51000 time=7.042261e-03 dt=2.155795e-20
elapsed=2.319120e+04 cycle=52000 time=7.042261e-03 dt=2.157273e-20
elapsed=2.363691e+04 cycle=53000 time=7.042261e-03 dt=2.152284e-20
elapsed=2.408311e+04 cycle=54000 time=7.042261e-03 dt=2.156119e-20
elapsed=2.453007e+04 cycle=55000 time=7.042261e-03 dt=2.160197e-20
elapsed=2.497741e+04 cycle=56000 time=7.042261e-03 dt=2.169010e-20
elapsed=2.542474e+04 cycle=57000 time=7.042261e-03 dt=2.185719e-20
elapsed=2.587199e+04 cycle=58000 time=7.042261e-03 dt=2.174442e-20
elapsed=2.631901e+04 cycle=59000 time=7.042261e-03 dt=2.189704e-20
elapsed=2.676593e+04 cycle=60000 time=7.042261e-03 dt=2.314056e-20
elapsed=2.721219e+04 cycle=61000 time=7.042261e-03 dt=2.439177e-20
elapsed=2.765777e+04 cycle=62000 time=7.042261e-03 dt=2.515599e-20
elapsed=2.810298e+04 cycle=63000 time=7.042261e-03 dt=2.521802e-20
elapsed=2.854857e+04 cycle=64000 time=7.042261e-03 dt=2.494580e-20
elapsed=2.899430e+04 cycle=65000 time=7.042261e-03 dt=2.522748e-20
elapsed=2.943998e+04 cycle=66000 time=7.042261e-03 dt=2.535707e-20
elapsed=2.988545e+04 cycle=67000 time=7.042261e-03 dt=2.542533e-20
